n,r,m
"(:Node:ISTILAH_UMUM_RITUAL {name: raçadana, id: ra_adana})","[:SAMA_DENGAN {raw_relation: SAMA_DENGAN, sentence_id: 271, confidence: LOW}]","(:Node:RITUAL_KEMATIAN {name: atiwa-tiwa asti vedana, id: atiwa_tiwa_asti_vedana})"
"(:Node:ISTILAH_UMUM_RITUAL:Isolated {name: raja bali, id: raja_bali, BERASAL_DARI: [gelgel/klungkung]})",null,null
"(:Node:KONSEP_FILOSOFIS {name: rasa, id: rasa})","[:BERASAL_DARI {raw_relation: BERASAL_DARI, sentence_id: 4301, confidence: MED}]","(:Node:KONSEP_FILOSOFIS {name: apah, id: apah, MELAMBANGKAN: [unsur cair]})"
"(:Node:RITUAL_KEMATIAN {name: recadana atau swasta geni, id: recadana_atau_swasta_geni})",[:TERMASUK_JENIS],"(:Node:RITUAL_KEMATIAN {aliases: [recadana, tirta yadnya pranawa], MENGGUNAKAN: [kayu cendana dan aksara sakral sebagai simbol pengganti jasad], DIMASUKKAN_KE_DALAM: [periuk], name: swasta, definition: upacara yang dilakukan jika jenazah tidak ditemukan atau meninggal di perantauan, id: swasta})"
"(:Node:RITUAL_KEMATIAN {name: recadana atau swasta geni, id: recadana_atau_swasta_geni})","[:MELENGKAPI {raw_relation: MELENGKAPI, sentence_id: 1931, confidence: MED}]","(:Node:RITUAL_KEMATIAN {aliases: [pangabenan jenis masing-masing], TERDIRI_DARI: [berbagai jenis], name: pangabenan, DIGELAR: [hari kamis], MEMILIKI: [nama sendiri-sendiri], id: pangabenan, DINILAI_SEBAGAI: [tingkat utama]})"
"(:Node:KONSEP_FILOSOFIS {name: roh atau atman, id: roh_atau_atman})","[:DAPAT_MENCAPAI {raw_relation: DAPAT_MENCAPAI, sentence_id: 4074, confidence: LOW}]","(:Node:KONSEP_FILOSOFIS {name: alam sorga dengan tenang, id: alam_sorga_dengan_tenang})"
"(:Node:ISTILAH_UMUM_RITUAL {name: sajen kecil, id: sajen_kecil})","[:DIPERSEMBAHKAN_KEPADA {raw_relation: DIPERSEMBAHKAN_KEPADA, sentence_id: 1082, confidence: MED}]","(:Node:ISTILAH_UMUM_RITUAL {DILETAKKAN_DI: [balai, balai-balai rumah adat], DIALASI_DENGAN: [daun pisang saba], aliases: [jenazah /pengawak, jenazah atau simbolik, jenazah mendiang, jenazah seseorang, samping jenazah], DIMASUKKAN_KE_DALAM: [kepala terlebih dahulu], DITELENTANGKAN_DI: [pembungkus], DISERTAI: [kekidungan, peti di sampingnya], DIMANDIKAN_DI_ATAS: [balai-balai rumah adat], DIBUNGKUS: [tiga lapis], DIPAKAIKAN: [pakaian putih-putih], DIBERI: [sesisir pisang, pakaian seperti layaknya orang masih hidup], DIKUBUR: [segera], DIPINDAHKAN_DARI: [rumah adat], HARUS_DIBIARKAN: [sebentar sebelum dibuka pakaiannya], MENJADI: [sasaran segala kegiatan], id: jenazah, DIHIAS_SEOLAH_OLAH: [pergi menghadiri undangan atau ke pura], MEMAKAI: [cincin, gelang, kalung], DITUTUP_DENGAN: [kain putih dari ujung kepala hingga ujung kaki], DIGULUNG_DENGAN: [kain yang telah dirajah, tikar], DIUSUNG_KE: [tempat penusangan], DIBERSIHKAN_DARI: [hal-hal yang lain, kotoran-kotoran yang telah lama berada pada badan orang yang meninggal], HARUS_MELALUI: [ujung pepaga/asagan yang di teben barat], DIIKAT_DENGAN: [tali ktekung], DIKERINGKAN_DENGAN: [kain kering], DITUTUPI_DENGAN: [kain putih panjang kira-kira 2 sampai 2,5 meter], MENJALANI: [rangkaian upacara lain sebelum dibawa ke setra jika diaben], name: jenazah, DIBAWA_KE: [tempat pemandian, balai-balai, setra untuk segera dikuburkan bukan diaben], DIANGGAP_SEBAGAI: [orang yang masih hidup], DIBARINGKAN: [balai-balai], MENUJU: [bale dari arah teben menuju luanan/hulu], MEMBUJUR_KE: [kepala di utara atau timur]})"
"(:Node:ISTILAH_UMUM_RITUAL {name: sajen kecil, id: sajen_kecil})","[:DIKENAL_SEBAGAI {raw_relation: DIKENAL_SEBAGAI, sentence_id: 1082, confidence: LOW}]","(:Node:SARANA_RITUAL {name: pengulapan, id: pengulapan})"
"(:Node:ISTILAH_UMUM_RITUAL {name: sambungan, id: sambungan})","[:ADALAH {raw_relation: ADALAH, sentence_id: 2336, confidence: MED}]","(:Node:SARANA_RITUAL {name: lancingan, id: lancingan})"
"(:Node:SARANA_RITUAL:Isolated {SEPANJANG: [dua atau 30 meter], name: sambungan kain putih, id: sambungan_kain_putih})",null,null
"(:Node:TIRTHA_SUCI {name: samsam tidak seperti tirtha panglukatan, id: samsam_tidak_seperti_tirtha_panglukatan})",[:TERMASUK_JENIS],"(:Node:SARANA_RITUAL {name: samsam, id: samsam})"
"(:Node:ISTILAH_UMUM_RITUAL {name: sang cucu, id: sang_cucu})","[:MEMOHON {raw_relation: MEMOHON, sentence_id: 2262, confidence: MED}]","(:Node:TIRTHA_SUCI {DIMOHON_KEPADA: [pendeta yang muput pangabenan itu sendiri], aliases: [tirtha lainnya], BERPERAN_SEBAGAI: [sarana untuk menetapkan kedudukan arwah mendiang pada satu alam roh (pitra) tertentu], DIPAKAI_UNTUK: [ngalukat], BERFUNGSI_SEBAGAI: [sarana pengembalian roh (atma) kepada sang pencipta, sarana untuk meningkatkan kedudukan roh orang yang meninggal yang masih dalam tingkatan preta menjadi pitara], DIMOHONKAN_DI: [sanggah/pamerajan keluarga orang yang meninggal], DIPERCIKKAN_PADA: [kedua perlambang, seluruh badan hingga ke kaki jenazah], DITUJUKAN_UNTUK: [arwah mendiang dalam peristiwa beralihnya dari dunia manusia ke dunia roh], name: tirtha, DIBAWA_KE: [setra untuk dipergunakan pada waktu pembakaran], MEMILIKI: [tarif, harga, nilai spiritual yang sama, fungsi sarana untuk mengucapkan permohonan pamit terhadap leluhur , agar nanti nya dapat ikut masuk kealam kedewataan, fungsi sarana yang dapat mengantarkan agar roh orang yang meninggal mendapatkan tempat yang baik atau dalam kata lain roh tersebut tidak mengalami kesengsaraan], definition: sarana restu dari ida bhatara di kahyangan tersebut, id: tirtha})"
"(:Node:TAHAPAN_UPACARA:Isolated {name: sangaskara, samskara, atau panyangaskara, definition: upacara penyucian, id: sangaskara_samskara_atau_panyangaskara})",null,null
"(:Node:BANGUNAN_RITUAL:Isolated {name: sanggar surya baligia, MEMILIKI: [tiga buah ruang], id: sanggar_surya_baligia})",null,null
"(:Node:SARANA_RITUAL {name: sangge, definition: sang ngae diri kita, id: sangge})","[:BAGIAN_DARI {raw_relation: JENIS_DARI, sentence_id: 2794, confidence: HIGH}]","(:Node:SARANA_RITUAL {aliases: [mendiang dalam wujud sekah], DIALASI: [meja rendah], name: sekah, DIAJAK_BERKOMUNIKASI_OLEH: [keluarga], DIMASUKKAN_MELALUI: [pintu belakang], id: sekah, MEMBELAKANGI: [pendeta]})"
"(:Node:ISTILAH_UMUM_RITUAL:Isolated {DIPERSEMBAHKAN_KEPADA: [sulinggih, tukang banten, tamu terhormat, dan tamu khusus lainnya], name: santapan istimewa, id: santapan_istimewa})",null,null
"(:Node:SARANA_RITUAL:Isolated {name: saput, id: saput, BERWARNA: [putih]})",null,null
"(:Node:ISTILAH_UMUM_RITUAL:Isolated {name: sarana mewah, definition: bade/petulangan, id: sarana_mewah})",null,null
"(:Node:ISTILAH_UMUM_RITUAL {name: sarana-sarana tersebut, id: sarana_sarana_tersebut})","[:DIMANTRAI_OLEH {raw_relation: DIMANTRAI_OLEH, sentence_id: 4273, confidence: LOW}]","(:Node:ENTITAS_KEAGAMAAN {name: ida sang sulinggih sebelum dimasukkan, id: ida_sang_sulinggih_sebelum_dimasukkan})"
"(:Node:KONSEP_HUKUM_ADAT {name: sasih kaenem, id: sasih_kaenem})","[:DIKENAL_SEBAGAI {raw_relation: DIKENAL_SEBAGAI, sentence_id: 400, confidence: LOW}]","(:Node:KONSEP_HUKUM_ADAT {name: dewasa madya, id: dewasa_madya})"
"(:Node:KONSEP_HUKUM_ADAT {name: sasih kapitu, id: sasih_kapitu})","[:DIKENAL_SEBAGAI {raw_relation: DIKENAL_SEBAGAI, sentence_id: 400, confidence: LOW}]","(:Node:KONSEP_HUKUM_ADAT {name: dewasa madya, id: dewasa_madya})"
"(:Node:KONSEP_HUKUM_ADAT {name: sasih karo, id: sasih_karo})","[:ADALAH {raw_relation: ADALAH, sentence_id: 399, confidence: LOW}]","(:Node:RITUAL {name: sasih utama untuk pitra yadnya, id: sasih_utama_untuk_pitra_yadnya})"
"(:Node:KONSEP_HUKUM_ADAT:Isolated {name: sasih paruwak tahuk, definition: sasih berbadankan kosong, id: sasih_paruwak_tahuk})",null,null
"(:Node:ISTILAH_UMUM_RITUAL:Isolated {name: satu dua perhiasan pusaka, id: satu_dua_perhiasan_pusaka})",null,null
"(:Node:ISTILAH_UMUM_RITUAL {DILETAKKAN_DI: [para-para tempat pembakaran, para-para pembakaran], aliases: [sawa baru, sawa utuh, wujud sawa], DISERTAI: [kakawin], DIIKAT: [sebelas kali], DITANAM_ATAU_DIBAKAR: [dengan status dititip], MENGHADAPI: [upacara pabersihan dengan berbagai rangkaian nya], DIBERI: [pakaian lengkap], DIIKAT_DENGAN: [benang leleson], name: sawa, MENYEBARKAN: [bau yang kurang sedap], DIBAWA_KE: [balai-balai rumah adat], id: sawa, DIBAKAR_DENGAN: [khusuk]})","[:BERADA_DI {raw_relation: BERADA_DI, sentence_id: 1040, confidence: HIGH}]","(:Node:SARANA_RITUAL {aliases: [atas galar], TERDIRI_DARI: [bilah-bilah bambu sebanyak 9 buah], name: galar, id: galar})"
"(:Node:ISTILAH_UMUM_RITUAL {DILETAKKAN_DI: [para-para tempat pembakaran, para-para pembakaran], aliases: [sawa baru, sawa utuh, wujud sawa], DISERTAI: [kakawin], DIIKAT: [sebelas kali], DITANAM_ATAU_DIBAKAR: [dengan status dititip], MENGHADAPI: [upacara pabersihan dengan berbagai rangkaian nya], DIBERI: [pakaian lengkap], DIIKAT_DENGAN: [benang leleson], name: sawa, MENYEBARKAN: [bau yang kurang sedap], DIBAWA_KE: [balai-balai rumah adat], id: sawa, DIBAKAR_DENGAN: [khusuk]})","[:BERADA_DI {raw_relation: BERADA_DI, sentence_id: 1213, confidence: HIGH}]","(:Node:BANGUNAN_RITUAL {name: kuburan, DIBONGKAR: [untuk mengambil tulang belulang], id: kuburan})"
"(:Node:ISTILAH_UMUM_RITUAL {DILETAKKAN_DI: [para-para tempat pembakaran, para-para pembakaran], aliases: [sawa baru, sawa utuh, wujud sawa], DISERTAI: [kakawin], DIIKAT: [sebelas kali], DITANAM_ATAU_DIBAKAR: [dengan status dititip], MENGHADAPI: [upacara pabersihan dengan berbagai rangkaian nya], DIBERI: [pakaian lengkap], DIIKAT_DENGAN: [benang leleson], name: sawa, MENYEBARKAN: [bau yang kurang sedap], DIBAWA_KE: [balai-balai rumah adat], id: sawa, DIBAKAR_DENGAN: [khusuk]})","[:BERADA_DI {raw_relation: DIBAWA_KE, sentence_id: 1417, confidence: HIGH}]","(:Node:BANGUNAN_RITUAL {aliases: [sebuah setra], name: setra, id: setra})"
"(:Node:ISTILAH_UMUM_RITUAL {DILETAKKAN_DI: [para-para tempat pembakaran, para-para pembakaran], aliases: [sawa baru, sawa utuh, wujud sawa], DISERTAI: [kakawin], DIIKAT: [sebelas kali], DITANAM_ATAU_DIBAKAR: [dengan status dititip], MENGHADAPI: [upacara pabersihan dengan berbagai rangkaian nya], DIBERI: [pakaian lengkap], DIIKAT_DENGAN: [benang leleson], name: sawa, MENYEBARKAN: [bau yang kurang sedap], DIBAWA_KE: [balai-balai rumah adat], id: sawa, DIBAKAR_DENGAN: [khusuk]})","[:MENJADI {raw_relation: MENJADI, sentence_id: 1482, confidence: MED}]","(:Node:SARANA_RITUAL {MUSNAH: [melalui ritual amrethi karana], aliases: [abu abu kekototan kekotoran, abu seluruhnya, abu suku tunggal, abu tulang], DIHANYUTKAN_KE: [sungai], DIMASUKKAN_KE_DALAM: [klungah nyuh gading yang dikasturi dan disukutunggalkan], name: abu, MENJADI: [mahabutha yang suci], BERUBAH_DARI: [bekas benda badan linggasarira], id: abu})"
"(:Node:ISTILAH_UMUM_RITUAL {DILETAKKAN_DI: [para-para tempat pembakaran, para-para pembakaran], aliases: [sawa baru, sawa utuh, wujud sawa], DISERTAI: [kakawin], DIIKAT: [sebelas kali], DITANAM_ATAU_DIBAKAR: [dengan status dititip], MENGHADAPI: [upacara pabersihan dengan berbagai rangkaian nya], DIBERI: [pakaian lengkap], DIIKAT_DENGAN: [benang leleson], name: sawa, MENYEBARKAN: [bau yang kurang sedap], DIBAWA_KE: [balai-balai rumah adat], id: sawa, DIBAKAR_DENGAN: [khusuk]})","[:DILETAKKAN_DI {raw_relation: DILETAKKAN_DI, sentence_id: 1215, confidence: MED}]","(:Node:TAHAPAN_UPACARA {name: lubang tempat penguburan, id: lubang_tempat_penguburan})"
"(:Node:ISTILAH_UMUM_RITUAL {DILETAKKAN_DI: [para-para tempat pembakaran, para-para pembakaran], aliases: [sawa baru, sawa utuh, wujud sawa], DISERTAI: [kakawin], DIIKAT: [sebelas kali], DITANAM_ATAU_DIBAKAR: [dengan status dititip], MENGHADAPI: [upacara pabersihan dengan berbagai rangkaian nya], DIBERI: [pakaian lengkap], DIIKAT_DENGAN: [benang leleson], name: sawa, MENYEBARKAN: [bau yang kurang sedap], DIBAWA_KE: [balai-balai rumah adat], id: sawa, DIBAKAR_DENGAN: [khusuk]})","[:DINAIKKAN_KE {raw_relation: DINAIKKAN_KE, sentence_id: 1133, confidence: LOW}]","(:Node:SARANA_RITUAL {name: tumpang salu, id: tumpang_salu})"
"(:Node:ISTILAH_UMUM_RITUAL {DILETAKKAN_DI: [para-para tempat pembakaran, para-para pembakaran], aliases: [sawa baru, sawa utuh, wujud sawa], DISERTAI: [kakawin], DIIKAT: [sebelas kali], DITANAM_ATAU_DIBAKAR: [dengan status dititip], MENGHADAPI: [upacara pabersihan dengan berbagai rangkaian nya], DIBERI: [pakaian lengkap], DIIKAT_DENGAN: [benang leleson], name: sawa, MENYEBARKAN: [bau yang kurang sedap], DIBAWA_KE: [balai-balai rumah adat], id: sawa, DIBAKAR_DENGAN: [khusuk]})","[:DIGANTI_DENGAN {raw_relation: DIGANTI_DENGAN, sentence_id: 271, confidence: MED}]","(:Node:TIRTHA_SUCI {name: simbol tirtha, id: simbol_tirtha})"
"(:Node:ISTILAH_UMUM_RITUAL {DILETAKKAN_DI: [para-para tempat pembakaran, para-para pembakaran], aliases: [sawa baru, sawa utuh, wujud sawa], DISERTAI: [kakawin], DIIKAT: [sebelas kali], DITANAM_ATAU_DIBAKAR: [dengan status dititip], MENGHADAPI: [upacara pabersihan dengan berbagai rangkaian nya], DIBERI: [pakaian lengkap], DIIKAT_DENGAN: [benang leleson], name: sawa, MENYEBARKAN: [bau yang kurang sedap], DIBAWA_KE: [balai-balai rumah adat], id: sawa, DIBAKAR_DENGAN: [khusuk]})","[:DISIRAM_DENGAN {raw_relation: DISIRAM_DENGAN, sentence_id: 1216, confidence: HIGH}]","(:Node:TIRTHA_SUCI {aliases: [toya penembak], name: yeh panembak, definition: sarana penyucian jenazah yang digunakan oleh penganut sekte paksa surya, id: yeh_panembak})"
"(:Node:ISTILAH_UMUM_RITUAL {DILETAKKAN_DI: [para-para tempat pembakaran, para-para pembakaran], aliases: [sawa baru, sawa utuh, wujud sawa], DISERTAI: [kakawin], DIIKAT: [sebelas kali], DITANAM_ATAU_DIBAKAR: [dengan status dititip], MENGHADAPI: [upacara pabersihan dengan berbagai rangkaian nya], DIBERI: [pakaian lengkap], DIIKAT_DENGAN: [benang leleson], name: sawa, MENYEBARKAN: [bau yang kurang sedap], DIBAWA_KE: [balai-balai rumah adat], id: sawa, DIBAKAR_DENGAN: [khusuk]})","[:DIBUNGKUS_DENGAN {raw_relation: DIBUNGKUS_DENGAN, sentence_id: 961, confidence: HIGH}]","(:Node:SARANA_RITUAL {name: kain putih, id: kain_putih})"
"(:Node:ISTILAH_UMUM_RITUAL {DILETAKKAN_DI: [para-para tempat pembakaran, para-para pembakaran], aliases: [sawa baru, sawa utuh, wujud sawa], DISERTAI: [kakawin], DIIKAT: [sebelas kali], DITANAM_ATAU_DIBAKAR: [dengan status dititip], MENGHADAPI: [upacara pabersihan dengan berbagai rangkaian nya], DIBERI: [pakaian lengkap], DIIKAT_DENGAN: [benang leleson], name: sawa, MENYEBARKAN: [bau yang kurang sedap], DIBAWA_KE: [balai-balai rumah adat], id: sawa, DIBAKAR_DENGAN: [khusuk]})","[:MEMPEROLEH {raw_relation: MEMPEROLEH, sentence_id: 1188, confidence: MED}]","(:Node:SARANA_RITUAL {name: sesaji, id: sesaji})"
"(:Node:ISTILAH_UMUM_RITUAL {DILETAKKAN_DI: [para-para tempat pembakaran, para-para pembakaran], aliases: [sawa baru, sawa utuh, wujud sawa], DISERTAI: [kakawin], DIIKAT: [sebelas kali], DITANAM_ATAU_DIBAKAR: [dengan status dititip], MENGHADAPI: [upacara pabersihan dengan berbagai rangkaian nya], DIBERI: [pakaian lengkap], DIIKAT_DENGAN: [benang leleson], name: sawa, MENYEBARKAN: [bau yang kurang sedap], DIBAWA_KE: [balai-balai rumah adat], id: sawa, DIBAKAR_DENGAN: [khusuk]})","[:MEMPEROLEH {raw_relation: MEMPEROLEH, sentence_id: 1188, confidence: MED}]","(:Node:TIRTHA_SUCI {DIMOHON_KEPADA: [pendeta yang muput pangabenan itu sendiri], aliases: [tirtha lainnya], BERPERAN_SEBAGAI: [sarana untuk menetapkan kedudukan arwah mendiang pada satu alam roh (pitra) tertentu], DIPAKAI_UNTUK: [ngalukat], BERFUNGSI_SEBAGAI: [sarana pengembalian roh (atma) kepada sang pencipta, sarana untuk meningkatkan kedudukan roh orang yang meninggal yang masih dalam tingkatan preta menjadi pitara], DIMOHONKAN_DI: [sanggah/pamerajan keluarga orang yang meninggal], DIPERCIKKAN_PADA: [kedua perlambang, seluruh badan hingga ke kaki jenazah], DITUJUKAN_UNTUK: [arwah mendiang dalam peristiwa beralihnya dari dunia manusia ke dunia roh], name: tirtha, DIBAWA_KE: [setra untuk dipergunakan pada waktu pembakaran], MEMILIKI: [tarif, harga, nilai spiritual yang sama, fungsi sarana untuk mengucapkan permohonan pamit terhadap leluhur , agar nanti nya dapat ikut masuk kealam kedewataan, fungsi sarana yang dapat mengantarkan agar roh orang yang meninggal mendapatkan tempat yang baik atau dalam kata lain roh tersebut tidak mengalami kesengsaraan], definition: sarana restu dari ida bhatara di kahyangan tersebut, id: tirtha})"
"(:Node:ISTILAH_UMUM_RITUAL {DILETAKKAN_DI: [para-para tempat pembakaran, para-para pembakaran], aliases: [sawa baru, sawa utuh, wujud sawa], DISERTAI: [kakawin], DIIKAT: [sebelas kali], DITANAM_ATAU_DIBAKAR: [dengan status dititip], MENGHADAPI: [upacara pabersihan dengan berbagai rangkaian nya], DIBERI: [pakaian lengkap], DIIKAT_DENGAN: [benang leleson], name: sawa, MENYEBARKAN: [bau yang kurang sedap], DIBAWA_KE: [balai-balai rumah adat], id: sawa, DIBAKAR_DENGAN: [khusuk]})","[:DIKURUNG_DENGAN {raw_relation: DIKURUNG_DENGAN, sentence_id: 1558, confidence: MED}]","(:Node:BANGUNAN_RITUAL {name: paplengkungan, id: paplengkungan})"
"(:Node:ISTILAH_UMUM_RITUAL {DILETAKKAN_DI: [para-para tempat pembakaran, para-para pembakaran], aliases: [sawa baru, sawa utuh, wujud sawa], DISERTAI: [kakawin], DIIKAT: [sebelas kali], DITANAM_ATAU_DIBAKAR: [dengan status dititip], MENGHADAPI: [upacara pabersihan dengan berbagai rangkaian nya], DIBERI: [pakaian lengkap], DIIKAT_DENGAN: [benang leleson], name: sawa, MENYEBARKAN: [bau yang kurang sedap], DIBAWA_KE: [balai-balai rumah adat], id: sawa, DIBAKAR_DENGAN: [khusuk]})","[:BERUBAH_MENJADI {raw_relation: BERUBAH_MENJADI, sentence_id: 1016, confidence: MED}]","(:Node:KONSEP_FILOSOFIS {name: unsur, elemen atau mahabutha, id: unsur_elemen_atau_mahabutha})"
"(:Node:ISTILAH_UMUM_RITUAL {DILETAKKAN_DI: [para-para tempat pembakaran, para-para pembakaran], aliases: [sawa baru, sawa utuh, wujud sawa], DISERTAI: [kakawin], DIIKAT: [sebelas kali], DITANAM_ATAU_DIBAKAR: [dengan status dititip], MENGHADAPI: [upacara pabersihan dengan berbagai rangkaian nya], DIBERI: [pakaian lengkap], DIIKAT_DENGAN: [benang leleson], name: sawa, MENYEBARKAN: [bau yang kurang sedap], DIBAWA_KE: [balai-balai rumah adat], id: sawa, DIBAKAR_DENGAN: [khusuk]})","[:DITANAM_ATAU_DIBAKAR_BERSAMA {raw_relation: DITANAM_ATAU_DIBAKAR_BERSAMA, sentence_id: 1219, confidence: MED}]","(:Node:TAHAPAN_UPACARA {name: semua alat pangringkesan, id: semua_alat_pangringkesan})"
"(:Node:ISTILAH_UMUM_RITUAL {DILETAKKAN_DI: [para-para tempat pembakaran, para-para pembakaran], aliases: [sawa baru, sawa utuh, wujud sawa], DISERTAI: [kakawin], DIIKAT: [sebelas kali], DITANAM_ATAU_DIBAKAR: [dengan status dititip], MENGHADAPI: [upacara pabersihan dengan berbagai rangkaian nya], DIBERI: [pakaian lengkap], DIIKAT_DENGAN: [benang leleson], name: sawa, MENYEBARKAN: [bau yang kurang sedap], DIBAWA_KE: [balai-balai rumah adat], id: sawa, DIBAKAR_DENGAN: [khusuk]})","[:DIPERCIKI_DENGAN {raw_relation: DIPERCIKI_DENGAN, sentence_id: 1422, confidence: MED}]","(:Node:TIRTHA_SUCI {name: berbagai jenis tirtha, id: berbagai_jenis_tirtha})"
"(:Node:ISTILAH_UMUM_RITUAL {DILETAKKAN_DI: [para-para tempat pembakaran, para-para pembakaran], aliases: [sawa baru, sawa utuh, wujud sawa], DISERTAI: [kakawin], DIIKAT: [sebelas kali], DITANAM_ATAU_DIBAKAR: [dengan status dititip], MENGHADAPI: [upacara pabersihan dengan berbagai rangkaian nya], DIBERI: [pakaian lengkap], DIIKAT_DENGAN: [benang leleson], name: sawa, MENYEBARKAN: [bau yang kurang sedap], DIBAWA_KE: [balai-balai rumah adat], id: sawa, DIBAKAR_DENGAN: [khusuk]})","[:DIBARINGKAN_DI {raw_relation: DIBARINGKAN_DI, sentence_id: 1558, confidence: MED}]","(:Node:SARANA_RITUAL {name: tumpang salu, id: tumpang_salu})"
"(:Node:ISTILAH_UMUM_RITUAL {name: sawa asli, id: sawa_asli})",[:TERMASUK_JENIS],"(:Node:ISTILAH_UMUM_RITUAL {DILETAKKAN_DI: [para-para tempat pembakaran, para-para pembakaran], aliases: [sawa baru, sawa utuh, wujud sawa], DISERTAI: [kakawin], DIIKAT: [sebelas kali], DITANAM_ATAU_DIBAKAR: [dengan status dititip], MENGHADAPI: [upacara pabersihan dengan berbagai rangkaian nya], DIBERI: [pakaian lengkap], DIIKAT_DENGAN: [benang leleson], name: sawa, MENYEBARKAN: [bau yang kurang sedap], DIBAWA_KE: [balai-balai rumah adat], id: sawa, DIBAKAR_DENGAN: [khusuk]})"
"(:Node:ISTILAH_UMUM_RITUAL {name: sawa dititip, id: sawa_dititip})",[:TERMASUK_JENIS],"(:Node:ISTILAH_UMUM_RITUAL {DILETAKKAN_DI: [para-para tempat pembakaran, para-para pembakaran], aliases: [sawa baru, sawa utuh, wujud sawa], DISERTAI: [kakawin], DIIKAT: [sebelas kali], DITANAM_ATAU_DIBAKAR: [dengan status dititip], MENGHADAPI: [upacara pabersihan dengan berbagai rangkaian nya], DIBERI: [pakaian lengkap], DIIKAT_DENGAN: [benang leleson], name: sawa, MENYEBARKAN: [bau yang kurang sedap], DIBAWA_KE: [balai-balai rumah adat], id: sawa, DIBAKAR_DENGAN: [khusuk]})"
"(:Node:ISTILAH_UMUM_RITUAL {name: sawa dititip, id: sawa_dititip})","[:MENUNGGU {raw_relation: MENUNGGU, sentence_id: 1169, confidence: LOW}]","(:Node:RITUAL_KEMATIAN {name: rezeki untuk menggelar ngaben, id: rezeki_untuk_menggelar_ngaben})"
